timestamp_unix,timestamp_iso,voltage_v,current_a,power_w,temp_c,energy_ws,capacity_as,duration_sec
1778616115.8763046,2026-05-12T21:01:55.876304,5.12852,0.75828,3.8888541456,27.5,632.3020793180784,123.31226009999962,0.6719927787780762
1778616115.916302,2026-05-12T21:01:55.916303,5.12824,0.64945,3.330535468,27.5,632.3353846727584,123.31875459999962,0.7120318412780762
1778616115.9163165,2026-05-12T21:01:55.916316,5.14021,0.62579,3.2166920158999996,27.5,632.3675515929175,123.32501249999962,0.7120318412780762
1778616115.9163208,2026-05-12T21:01:55.916320,5.12824,0.62579,3.2092013095999996,27.5,632.3996436060135,123.33127039999961,0.7120318412780762
1778616115.9163246,2026-05-12T21:01:55.916324,5.12824,0.58296,2.9895587904000003,27.5,632.4295391939174,123.33709999999961,0.7120318412780762
1778616115.95634,2026-05-12T21:01:55.956342,5.12824,0.64248,3.2947916352,27.5,632.4624871102694,123.34352479999961,0.7520692348480225
1778616115.956356,2026-05-12T21:01:55.956356,5.12824,0.67958,3.4850493391999997,27.5,632.4973376036614,123.35032059999962,0.7520692348480225
1778616115.9563615,2026-05-12T21:01:55.956361,5.12824,0.58197,2.9844818328,27.5,632.5271824219894,123.35614029999962,0.7520692348480225
1778616115.9563653,2026-05-12T21:01:55.956365,5.12824,0.59516,3.0521233184,27.5,632.5577036551734,123.36209189999963,0.7520692348480225
1778616115.9962852,2026-05-12T21:01:55.996287,5.12824,0.58097,2.9793535928,27.5,632.5874971911014,123.36790159999963,0.7920148372650146
1778616115.9963,2026-05-12T21:01:55.996300,5.12824,0.58197,2.9844818328,27.5,632.6173420094294,123.37372129999963,0.7920148372650146
1778616115.9963043,2026-05-12T21:01:55.996304,5.12852,0.59541,3.0535720932,27.5,632.6478777303614,123.37967539999963,0.7920148372650146
1778616115.9963083,2026-05-12T21:01:55.996308,5.12852,0.58072,2.9782341344,27.5,632.6776600717054,123.38548259999963,0.7920148372650146
1778616116.0363529,2026-05-12T21:01:56.036355,5.12852,0.64198,3.2924072696,27.5,632.7105841444014,123.39190239999964,0.8320810794830322
1778616116.0363717,2026-05-12T21:01:56.036372,5.12852,0.64049,3.2847657748,27.5,632.7434318021494,123.39830729999964,0.8320810794830322
1778616116.0363767,2026-05-12T21:01:56.036377,5.12852,0.64347,3.3000487644,27.5,632.7764322897934,123.40474199999964,0.8320810794830322
1778616116.0363808,2026-05-12T21:01:56.036380,5.12852,0.63899,3.2770729947999997,27.5,632.8092030197414,123.41113189999965,0.8320810794830322
1778616116.0763187,2026-05-12T21:01:56.076320,5.12852,0.63825,3.2732778899999997,27.5,632.8419357986414,123.41751439999965,0.8720483779907227
1778616116.0763326,2026-05-12T21:01:56.076332,5.12852,0.63849,3.2745087348,27.5,632.8746808859894,123.42389929999965,0.8720483779907227
1778616116.0763369,2026-05-12T21:01:56.076337,5.12852,0.62264,3.1932216928,27.5,632.9066131029174,123.43012569999965,0.8720483779907227
